,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
513,2020-10-20,121.979,122.051,122.12,121.889,5112,61687743.0,0.19,0.03,0.042,3.88
514,2020-10-21,122.062,122.158,122.26,121.932,4122,49818163.0,0.27,0.09,0.107,3.13
515,2020-10-22,122.142,122.281,122.321,122.142,3579,43298268.0,0.15,0.1,0.123,2.72
516,2020-10-23,122.281,122.103,122.338,122.099,3527,42642863.0,0.2,-0.15,-0.178,2.68
517,2020-10-26,122.095,121.99,122.183,121.98,3961,47846991.0,0.17,-0.09,-0.113,3.01
518,2020-10-27,121.981,122.222,122.281,121.98,5905,71386009.0,0.25,0.19,0.232,4.48
519,2020-10-28,122.271,122.155,122.361,122.07,4336,52439436.0,0.24,-0.05,-0.067,3.29
520,2020-10-29,122.205,122.1,122.248,122.088,5673,68582809.0,0.13,-0.05,-0.055,4.31
521,2020-10-30,122.103,122.241,122.276,122.101,6248,75551351.0,0.14,0.12,0.141,4.75
522,2020-11-02,122.241,122.457,122.579,122.241,3020,36565832.0,0.28,0.18,0.216,2.29
523,2020-11-03,122.47,122.416,122.582,122.36,2961,35883700.0,0.18,-0.03,-0.041,2.25
524,2020-11-04,122.475,122.494,122.518,120.868,5926,71791867.0,1.35,0.06,0.078,4.5
525,2020-11-05,122.463,122.363,122.48,122.362,2041,24724720.0,0.1,-0.11,-0.131,1.55
526,2020-11-06,122.365,122.196,122.365,121.902,5645,68271170.0,0.38,-0.14,-0.167,4.29
527,2020-11-09,122.146,122.014,122.245,121.886,6631,80057585.0,0.29,-0.15,-0.182,5.04
528,2020-11-10,121.894,122.048,122.179,121.894,4862,58729525.0,0.23,0.03,0.034,3.69
529,2020-11-11,122.015,122.032,122.18,122.009,7033,84939017.0,0.14,-0.01,-0.016,5.34
530,2020-11-12,122.032,121.981,122.036,121.715,6212,74976360.0,0.26,-0.04,-0.051,4.72
531,2020-11-13,121.931,121.722,122.019,121.654,7373,88836975.0,0.3,-0.21,-0.259,5.6
532,2020-11-16,121.722,121.926,121.951,121.722,5101,61538336.0,0.19,0.17,0.204,3.87
533,2020-11-17,121.93,121.859,122.157,121.801,6731,81227285.0,0.29,-0.05,-0.067,5.11
534,2020-11-18,121.881,121.692,121.886,121.68,3379,40707420.0,0.17,-0.14,-0.167,2.57
535,2020-11-19,121.701,121.627,121.701,121.598,3114,37477138.0,0.08,-0.05,-0.065,2.37
536,2020-11-20,121.614,121.627,121.68,121.461,6259,75318671.0,0.18,0.0,0.0,4.75
537,2020-11-23,121.641,121.937,121.94,121.641,2750,33145266.0,0.25,0.25,0.31,2.09
538,2020-11-24,121.891,121.804,122.002,121.8,3768,45434124.0,0.17,-0.11,-0.133,2.86
539,2020-11-25,121.804,121.865,121.882,121.725,2048,24687478.0,0.13,0.05,0.061,1.56
540,2020-11-26,121.883,121.831,121.937,121.815,4416,53255592.0,0.1,-0.03,-0.034,3.35
541,2020-11-27,121.833,121.784,121.892,121.777,4409,53143170.0,0.09,-0.04,-0.047,3.35
542,2020-11-30,121.784,122.066,122.069,121.734,7746,93472084.0,0.28,0.23,0.282,5.88
543,2020-12-01,122.06,121.879,122.06,121.85,6647,80184284.0,0.17,-0.15,-0.187,5.05
544,2020-12-02,121.895,121.913,121.921,121.814,6672,80463325.0,0.09,0.03,0.034,5.07
545,2020-12-03,121.898,121.822,121.912,121.785,5155,62143155.0,0.1,-0.07,-0.091,3.92
546,2020-12-04,121.816,122.015,122.025,121.816,5861,70714028.0,0.17,0.16,0.193,4.45
547,2020-12-07,122.009,121.948,122.151,121.934,6041,72924425.0,0.18,-0.05,-0.067,4.59
548,2020-12-08,121.948,121.998,122.02,121.948,5381,64956680.0,0.06,0.04,0.05,4.09
549,2020-12-09,122.004,122.044,122.045,121.982,6596,79637782.0,0.05,0.04,0.046,5.01
550,2020-12-10,121.941,122.043,122.055,121.941,3063,36983484.0,0.09,0.0,-0.001,2.33
551,2020-12-11,122.027,121.903,122.043,121.858,5921,71433732.0,0.15,-0.11,-0.14,4.5
552,2020-12-14,121.903,121.795,121.91,121.754,4637,55892801.0,0.13,-0.09,-0.108,3.52
553,2020-12-15,121.869,121.998,122.065,121.8,7178,86667067.0,0.22,0.17,0.203,5.45
554,2020-12-16,122.002,122.064,122.101,121.988,5981,72235248.0,0.09,0.05,0.066,4.54
555,2020-12-17,122.131,122.016,122.159,122.003,5846,70595755.0,0.13,-0.04,-0.048,4.44
556,2020-12-18,121.983,121.946,122.03,121.93,4401,53116080.0,0.08,-0.06,-0.07,3.34
557,2020-12-21,121.933,122.089,122.129,121.882,6051,73087725.0,0.2,0.12,0.143,4.6
558,2020-12-22,122.076,122.308,122.333,122.076,6375,77102069.0,0.21,0.18,0.219,4.84
559,2020-12-23,122.308,122.378,122.414,122.288,4401,53271183.0,0.1,0.06,0.07,3.34
560,2020-12-24,122.372,122.401,122.509,122.35,6025,72985990.0,0.13,0.02,0.023,4.58
561,2020-12-25,122.401,122.531,122.596,122.367,6667,80809072.0,0.19,0.11,0.13,5.06
562,2020-12-28,122.531,122.411,122.68,122.401,8468,102648387.0,0.23,-0.1,-0.12,6.43
563,2020-12-29,122.53,122.48,122.547,122.363,5753,69709292.0,0.15,0.06,0.069,4.37
564,2020-12-30,122.482,122.546,122.66,122.475,5814,70507351.0,0.15,0.05,0.066,4.42
565,2020-12-31,122.592,122.592,122.653,122.503,5948,72135713.0,0.12,0.04,0.046,4.52
566,2021-01-04,122.408,122.404,122.595,122.378,5806,70346658.0,0.18,-0.15,-0.188,4.41
567,2021-01-05,122.404,122.522,122.548,122.383,5650,68484357.0,0.13,0.1,0.118,4.29
568,2021-01-06,122.523,122.773,122.83,122.523,7279,88412918.0,0.25,0.2,0.251,5.53
569,2021-01-07,122.78,122.844,122.876,122.76,5541,67349758.0,0.09,0.06,0.071,4.21
570,2021-01-08,122.845,122.789,122.88,122.746,5561,67576323.0,0.11,-0.04,-0.055,4.22
571,2021-01-11,122.879,122.672,122.879,122.646,5319,64596807.0,0.19,-0.1,-0.117,4.04
572,2021-01-12,122.675,122.798,122.831,122.655,6306,76614062.0,0.14,0.1,0.126,4.79
573,2021-01-13,122.802,123.037,123.057,122.802,5939,72272685.0,0.21,0.19,0.239,4.51
574,2021-01-14,123.085,123.288,123.38,123.08,7162,87342868.0,0.24,0.2,0.251,5.44
575,2021-01-15,123.3,123.14,123.306,123.093,5160,62910663.0,0.17,-0.12,-0.148,3.92
576,2021-01-18,123.161,122.972,123.19,122.935,2676,32577027.0,0.21,-0.14,-0.168,2.03
577,2021-01-19,122.93,122.748,122.98,122.697,3692,44857249.0,0.23,-0.18,-0.224,2.8
578,2021-01-20,122.79,122.943,122.949,122.749,6964,84657072.0,0.16,0.16,0.195,5.29
579,2021-01-21,122.91,123.09,123.1,122.87,7248,88244041.0,0.19,0.12,0.147,5.5
580,2021-01-22,123.08,123.145,123.145,122.93,6071,73928836.0,0.17,0.04,0.055,4.61
581,2021-01-25,123.08,123.148,123.156,122.998,6296,76700509.0,0.13,0.0,0.003,4.78
582,2021-01-26,122.985,122.732,123.092,122.7,7014,85263571.0,0.32,-0.34,-0.416,5.33
583,2021-01-27,122.684,122.76,122.827,122.647,3919,47599253.0,0.15,0.02,0.028,2.98
584,2021-01-28,122.71,122.666,122.775,122.596,6709,81448211.0,0.15,-0.08,-0.094,5.1
585,2021-01-29,122.666,122.69,122.725,122.237,8939,108452029.0,0.4,0.02,0.024,6.79
586,2021-02-01,122.682,122.809,122.889,122.601,7030,85431099.0,0.23,0.1,0.119,5.34
587,2021-02-02,122.809,122.871,123.113,122.757,7977,97014111.0,0.29,0.05,0.062,6.06
588,2021-02-03,122.875,122.946,123.05,122.81,4422,53774633.0,0.2,0.06,0.075,3.36
589,2021-02-04,122.946,122.918,123.052,122.843,4798,58383515.0,0.17,-0.02,-0.028,3.64
590,2021-02-05,122.878,122.727,122.887,122.715,6248,75903897.0,0.14,-0.16,-0.191,4.75
591,2021-02-08,122.685,122.587,122.737,122.38,5982,72521118.0,0.29,-0.11,-0.14,4.54
592,2021-02-09,122.587,122.574,122.598,122.41,7071,85748638.0,0.15,-0.01,-0.013,5.37
593,2021-02-10,122.541,122.746,122.867,122.475,4304,52238551.0,0.32,0.14,0.172,3.27
594,2021-02-18,122.751,122.629,122.751,122.61,5693,69108342.0,0.11,-0.1,-0.117,4.32
595,2021-02-19,122.62,122.645,122.679,122.585,6491,78768868.0,0.08,0.01,0.016,4.93
596,2021-02-22,122.64,122.699,122.711,122.532,5580,67713914.0,0.15,0.04,0.054,4.24
597,2021-02-23,122.65,122.829,122.83,122.65,5046,61292607.0,0.15,0.11,0.13,3.83
598,2021-02-24,122.83,123.051,123.059,122.83,4780,58165636.0,0.19,0.18,0.222,3.63
599,2021-02-25,123.051,123.036,123.067,122.957,6296,76650380.0,0.09,-0.01,-0.015,4.78
600,2021-02-26,122.94,122.788,123.04,122.763,5008,60879050.0,0.23,-0.2,-0.248,3.8
601,2021-03-01,122.78,122.783,122.805,122.745,4845,58860413.0,0.05,0.0,-0.005,3.68
602,2021-03-02,122.783,123.263,123.274,122.728,5980,72791826.0,0.44,0.39,0.48,4.54
603,2021-03-03,123.178,123.184,123.365,123.051,8136,99177437.0,0.25,-0.06,-0.079,6.18
604,2021-03-04,123.181,123.132,123.199,123.086,6382,77769007.0,0.09,-0.04,-0.052,4.85
605,2021-03-05,123.085,123.271,123.274,122.995,9589,116852726.0,0.23,0.11,0.139,7.28
606,2021-03-08,123.228,123.27,123.278,123.093,4723,57587127.0,0.15,0.0,-0.001,3.59
607,2021-03-09,123.16,123.134,123.268,123.094,6934,84505799.0,0.14,-0.11,-0.136,5.27
608,2021-03-10,123.084,123.209,123.218,123.005,6962,84821876.0,0.17,0.06,0.075,5.29
609,2021-03-11,123.24,123.124,123.24,123.084,5846,71236609.0,0.13,-0.07,-0.085,4.44
610,2021-03-12,123.08,123.134,123.225,122.982,8189,99719086.0,0.2,0.01,0.01,6.22
611,2021-03-15,123.141,123.071,123.141,123.03,6080,74054266.0,0.09,-0.05,-0.063,4.62
612,2021-03-16,123.06,122.907,123.06,122.895,5164,62850052.0,0.13,-0.13,-0.164,3.92
613,2021-03-17,122.914,122.953,123.02,122.914,3908,47553688.0,0.09,0.04,0.046,2.97
614,2021-03-18,122.903,122.898,122.967,122.88,7149,86953892.0,0.07,-0.04,-0.055,5.43
615,2021-03-19,122.885,122.874,122.969,122.832,8561,104123275.0,0.11,-0.02,-0.024,6.5
616,2021-03-22,122.851,122.89,122.937,122.851,8184,99535396.0,0.07,0.01,0.016,6.22
617,2021-03-23,122.88,122.919,122.968,122.878,4503,54770544.0,0.07,0.02,0.029,3.42
618,2021-03-24,122.947,123.07,123.074,122.93,6022,73315463.0,0.12,0.12,0.151,4.57
619,2021-03-25,123.04,123.165,123.198,123.02,6504,79252688.0,0.14,0.08,0.095,4.94
620,2021-03-26,123.165,123.0,123.213,122.986,7204,87715353.0,0.18,-0.13,-0.165,5.47
621,2021-03-29,123.0,122.99,123.03,122.937,3224,39233023.0,0.08,-0.01,-0.01,2.45
622,2021-03-30,122.962,123.182,123.213,122.962,3582,43631733.0,0.2,0.16,0.192,2.72
623,2021-03-31,123.18,123.214,123.242,123.075,8366,102003728.0,0.14,0.03,0.032,6.35
624,2021-04-01,123.215,123.18,123.299,123.119,3070,37416355.0,0.15,-0.03,-0.034,2.33
625,2021-04-02,123.179,123.362,123.446,123.115,7049,86048958.0,0.27,0.15,0.182,5.35
626,2021-04-06,123.312,123.284,123.312,123.181,5369,65484794.0,0.11,-0.06,-0.078,4.08
627,2021-04-07,123.271,123.267,123.34,123.177,5008,61098144.0,0.13,-0.01,-0.017,3.8
628,2021-04-08,123.267,123.109,123.274,123.101,6765,82436680.0,0.14,-0.13,-0.158,5.14
629,2021-04-09,123.036,123.105,123.138,123.036,6156,75000429.0,0.08,0.0,-0.004,4.68
630,2021-04-12,123.105,123.329,123.426,123.09,5763,70322353.0,0.27,0.18,0.224,4.38
631,2021-04-13,123.281,123.593,123.63,123.281,4336,52988207.0,0.28,0.21,0.264,3.29
632,2021-04-14,123.599,123.553,123.812,123.503,4787,58593890.0,0.25,-0.03,-0.04,3.64
633,2021-04-15,123.6,123.559,123.671,123.523,2782,34021819.0,0.12,0.0,0.006,2.11
634,2021-04-16,123.509,123.619,123.67,123.46,3821,46739307.0,0.17,0.05,0.06,2.9
635,2021-04-19,123.632,123.541,123.672,123.488,6721,82217054.0,0.15,-0.06,-0.078,5.1
636,2021-04-20,123.545,123.602,123.649,123.545,2864,35032297.0,0.08,0.05,0.061,2.18
637,2021-04-21,123.552,123.835,123.836,123.552,3866,47317396.0,0.23,0.19,0.233,2.94
638,2021-04-22,123.835,123.737,123.835,123.597,4814,58949188.0,0.19,-0.08,-0.098,3.66
639,2021-04-23,123.76,124.026,124.078,123.686,3037,37241556.0,0.32,0.23,0.289,2.31
640,2021-04-26,124.036,123.861,124.036,123.841,3580,43898918.0,0.16,-0.13,-0.165,2.72
641,2021-04-27,123.817,123.763,123.95,123.732,4769,58456339.0,0.18,-0.08,-0.098,3.62
642,2021-04-28,123.706,123.678,123.763,123.564,3670,44894931.0,0.16,-0.07,-0.085,2.79
643,2021-04-29,123.678,123.732,123.848,123.596,7717,94480488.0,0.2,0.04,0.054,5.86
644,2021-04-30,123.74,123.88,123.905,123.683,6363,77950433.0,0.18,0.12,0.148,4.83
645,2021-05-06,123.88,123.913,124.129,123.707,4231,51895348.0,0.34,0.03,0.033,3.21
646,2021-05-07,123.907,123.867,123.979,123.745,3714,45527714.0,0.19,-0.04,-0.046,2.82
647,2021-05-10,123.871,123.93,123.977,123.862,5451,66845885.0,0.09,0.05,0.063,4.14
648,2021-05-11,123.94,124.172,124.38,123.94,7017,86166186.0,0.36,0.2,0.242,5.33
649,2021-05-12,124.176,124.18,124.217,124.093,2821,34666258.0,0.1,0.01,0.008,2.14
650,2021-05-13,124.18,124.006,124.18,123.943,6298,77291108.0,0.19,-0.14,-0.174,4.78
651,2021-05-14,123.982,124.019,124.068,123.98,5702,69998463.0,0.07,0.01,0.013,4.33
652,2021-05-17,124.018,124.167,124.232,123.979,8042,98822106.0,0.2,0.12,0.148,6.11
653,2021-05-18,124.24,124.136,124.256,124.011,4473,54970491.0,0.2,-0.02,-0.031,3.4
654,2021-05-19,124.136,124.339,124.368,124.087,5415,66568928.0,0.23,0.16,0.203,4.11
655,2021-05-20,124.281,124.509,124.56,124.161,6897,84957907.0,0.32,0.14,0.17,5.24
656,2021-05-21,124.521,124.631,124.658,124.393,6402,78944490.0,0.21,0.1,0.122,4.86
657,2021-05-24,124.581,124.657,124.797,124.433,7438,91753132.0,0.29,0.02,0.026,5.65
658,2021-05-25,124.659,124.447,124.659,124.358,7563,93247015.0,0.24,-0.17,-0.21,5.74
659,2021-05-26,124.445,124.505,124.546,124.33,6206,76457777.0,0.17,0.05,0.058,4.71
660,2021-05-27,124.506,124.414,124.507,124.41,5576,68675987.0,0.08,-0.07,-0.091,4.24
661,2021-05-28,124.42,124.412,124.458,124.288,6082,74840093.0,0.14,0.0,-0.002,4.62
662,2021-05-31,124.42,124.182,124.42,124.06,10437,128273561.0,0.29,-0.18,-0.23,7.93
663,2021-06-01,124.2,124.351,124.426,124.182,7670,94387823.0,0.2,0.14,0.169,5.83
664,2021-06-02,124.34,124.265,124.34,124.26,6609,81301279.0,0.06,-0.07,-0.086,5.02
665,2021-06-03,124.265,124.246,124.299,124.138,5903,72567749.0,0.13,-0.02,-0.019,4.48
666,2021-06-04,124.246,124.295,124.332,124.216,7820,96198959.0,0.09,0.04,0.049,5.94
667,2021-06-07,124.28,124.156,124.28,124.151,6695,82286008.0,0.1,-0.11,-0.139,5.08
668,2021-06-08,124.168,124.176,124.298,124.157,6514,80064903.0,0.11,0.02,0.02,4.95
669,2021-06-09,124.18,124.14,124.18,124.13,6765,83118729.0,0.04,-0.03,-0.036,5.14
670,2021-06-10,124.14,124.168,124.21,124.14,6141,75473855.0,0.06,0.02,0.028,4.66
671,2021-06-11,124.142,123.992,124.197,123.968,7827,96090318.0,0.18,-0.14,-0.176,5.94
672,2021-06-15,123.977,123.97,124.0,123.892,9333,114490558.0,0.09,-0.02,-0.022,7.09
673,2021-06-16,123.969,124.217,124.217,123.831,9298,114168360.0,0.31,0.2,0.247,7.06
674,2021-06-17,124.18,124.153,124.248,124.092,6652,81763059.0,0.13,-0.05,-0.064,5.05
675,2021-06-18,124.153,124.248,124.268,124.098,5647,69405615.0,0.14,0.08,0.095,4.29
676,2021-06-21,124.239,124.507,124.557,124.228,5879,72355135.0,0.26,0.21,0.259,4.47
677,2021-06-22,124.47,124.441,124.47,124.386,6065,74684904.0,0.07,-0.05,-0.066,4.61
678,2021-06-23,124.428,124.41,124.449,124.356,5642,69480378.0,0.07,-0.02,-0.031,4.29
679,2021-06-24,124.448,124.327,124.448,124.299,6864,84458400.0,0.12,-0.07,-0.083,5.21
680,2021-06-25,124.293,124.371,124.398,124.291,5808,71481557.0,0.09,0.04,0.044,4.41
681,2021-06-28,124.37,124.511,124.598,124.321,6533,80447183.0,0.22,0.11,0.14,4.96
682,2021-06-29,124.478,124.658,124.668,124.36,6531,80499762.0,0.25,0.12,0.147,4.96
683,2021-06-30,124.628,124.803,124.979,124.578,7784,96161907.0,0.32,0.12,0.145,5.91
684,2021-07-01,124.753,124.765,124.979,124.71,12702,156889482.0,0.22,-0.03,-0.038,9.65
685,2021-07-02,124.72,124.747,124.872,124.717,8017,99001972.0,0.12,-0.01,-0.018,6.09
686,2021-07-05,124.7,124.762,124.916,124.698,5719,70634131.0,0.17,0.01,0.015,4.34
687,2021-07-06,124.762,124.798,124.826,124.715,5798,71614561.0,0.09,0.03,0.036,4.4
688,2021-07-07,124.81,124.935,125.059,124.723,9063,111984037.0,0.27,0.11,0.137,6.88
689,2021-07-08,124.94,125.117,125.13,124.94,7080,87645504.0,0.15,0.15,0.182,5.38
690,2021-07-09,125.114,125.167,125.169,125.041,7911,97935176.0,0.1,0.04,0.05,6.01
691,2021-07-12,125.167,125.192,125.214,125.004,2373,29390363.0,0.17,0.02,0.025,1.8
692,2021-07-13,125.271,125.492,125.566,125.23,5869,72830634.0,0.27,0.24,0.3,4.46
693,2021-07-14,125.492,125.559,125.598,125.29,9828,122032685.0,0.25,0.05,0.067,7.46
694,2021-07-15,125.51,125.302,125.553,125.27,8898,110379862.0,0.23,-0.2,-0.257,6.76
695,2021-07-16,125.3,125.38,125.428,125.253,9682,120099882.0,0.14,0.06,0.078,7.35
696,2021-07-19,125.34,125.394,125.43,125.331,11355,140944292.0,0.08,0.01,0.014,8.62
697,2021-07-20,125.415,125.484,125.674,125.36,9026,112159690.0,0.25,0.07,0.09,6.86
698,2021-07-21,125.442,125.601,125.66,125.442,8285,103006557.0,0.17,0.09,0.117,6.29
699,2021-07-22,125.552,125.621,125.651,125.491,8809,109528153.0,0.13,0.02,0.02,6.69
700,2021-07-23,125.671,125.666,125.677,125.559,10173,126521593.0,0.09,0.04,0.045,7.73
701,2021-07-26,125.666,125.981,126.085,125.666,9059,112942520.0,0.33,0.25,0.315,6.88
702,2021-07-27,125.932,126.136,126.269,125.7,10713,133820130.0,0.45,0.12,0.155,8.14
703,2021-07-28,126.185,126.001,126.263,125.69,10659,132945988.0,0.45,-0.11,-0.135,8.1
704,2021-07-29,126.001,125.926,126.092,125.89,10600,132174089.0,0.16,-0.06,-0.075,8.05
705,2021-07-30,125.926,126.106,126.146,125.876,8776,109493541.0,0.21,0.14,0.18,6.67
706,2021-08-02,126.08,126.45,126.5,126.08,9034,112930864.0,0.33,0.27,0.344,6.86
707,2021-08-03,126.45,126.391,126.53,126.326,8613,107757098.0,0.16,-0.05,-0.059,6.54
708,2021-08-04,126.341,126.314,126.441,126.29,6281,78541045.0,0.12,-0.06,-0.077,4.77
709,2021-08-05,126.281,126.264,126.33,126.19,10476,130960671.0,0.11,-0.04,-0.05,7.96
710,2021-08-06,126.264,126.299,126.334,125.218,8961,112004260.0,0.88,0.03,0.035,6.81
711,2021-08-09,126.339,126.011,126.339,125.995,9232,115187299.0,0.27,-0.23,-0.288,7.01
712,2021-08-10,126.005,125.895,126.058,125.88,8542,106478894.0,0.14,-0.09,-0.116,6.49
713,2021-08-11,125.895,125.773,125.944,125.68,12448,154896986.0,0.21,-0.1,-0.122,9.45
714,2021-08-12,125.724,125.88,125.955,125.724,6764,84263864.0,0.18,0.09,0.107,5.14
715,2021-08-13,125.823,126.112,126.21,125.813,8199,102357105.0,0.32,0.18,0.232,6.23
716,2021-08-16,126.109,126.107,126.258,126.062,8046,100475774.0,0.16,0.0,-0.005,6.11
717,2021-08-17,126.103,126.305,126.379,126.045,9178,114645312.0,0.26,0.16,0.198,6.97
718,2021-08-18,126.3,126.382,126.465,126.179,10050,125674691.0,0.23,0.06,0.077,7.63
719,2021-08-19,126.419,126.368,126.519,126.332,7505,93889240.0,0.15,-0.01,-0.014,5.7
720,2021-08-20,126.354,126.446,126.543,126.336,13697,171450933.0,0.16,0.06,0.078,10.4
721,2021-08-23,126.397,126.372,126.496,126.338,8517,106536533.0,0.12,-0.06,-0.074,6.47
722,2021-08-24,126.333,126.32,126.37,126.089,9720,121411801.0,0.22,-0.04,-0.052,7.38
723,2021-08-25,126.27,126.365,126.515,126.195,8184,102385719.0,0.25,0.04,0.045,6.22
724,2021-08-26,126.333,126.057,126.415,125.908,7159,89386469.0,0.4,-0.24,-0.308,5.44
725,2021-08-27,126.205,126.095,126.205,126.0,8837,110267247.0,0.16,0.03,0.038,6.71
726,2021-08-30,126.07,126.14,126.216,125.968,10404,129905804.0,0.2,0.04,0.045,7.9
727,2021-08-31,126.14,126.313,126.32,126.14,8780,109758305.0,0.14,0.14,0.173,6.67
728,2021-09-01,126.28,126.38,126.436,126.27,9963,124662797.0,0.13,0.05,0.067,7.57
729,2021-09-02,126.345,126.373,126.42,126.305,7665,95890221.0,0.09,-0.01,-0.007,5.82
730,2021-09-03,126.372,126.408,126.415,126.324,6991,87449661.0,0.07,0.03,0.035,5.31
731,2021-09-06,126.36,126.304,126.423,126.287,7605,95122405.0,0.11,-0.08,-0.104,5.78
732,2021-09-07,126.27,126.208,126.29,126.19,13875,173369045.0,0.08,-0.08,-0.096,10.54
733,2021-09-08,126.209,126.173,126.224,126.17,9662,120703922.0,0.04,-0.03,-0.035,7.34
734,2021-09-09,126.18,126.187,126.213,126.138,6211,77562818.0,0.06,0.01,0.014,4.72
735,2021-09-10,126.188,126.185,126.243,126.155,7501,93705668.0,0.07,0.0,-0.002,5.7
736,2021-09-13,126.169,126.139,126.199,126.137,8733,109059726.0,0.05,-0.04,-0.046,6.63
737,2021-09-14,126.146,126.072,126.159,126.045,6495,81058481.0,0.09,-0.05,-0.067,4.93
738,2021-09-15,126.09,126.095,126.175,126.05,7877,98335421.0,0.1,0.02,0.023,5.98
739,2021-09-16,125.97,125.93,126.069,125.862,8150,101588559.0,0.16,-0.13,-0.165,6.19
740,2021-09-17,125.98,126.038,126.049,125.88,8021,100027667.0,0.13,0.09,0.108,6.09
741,2021-09-22,126.015,126.101,126.206,126.015,5989,74760142.0,0.15,0.05,0.063,4.55
742,2021-09-23,126.151,126.266,126.375,126.136,5922,73996625.0,0.19,0.13,0.165,4.5
743,2021-09-24,126.238,126.255,126.342,126.238,6119,76488458.0,0.08,-0.01,-0.011,4.65
744,2021-09-27,126.265,126.251,126.315,126.24,6650,83108027.0,0.06,0.0,-0.004,5.05
745,2021-09-28,126.241,126.269,126.378,126.199,5218,65250839.0,0.14,0.01,0.018,3.96
746,2021-09-29,126.26,126.571,126.618,126.223,7575,94742499.0,0.31,0.24,0.302,5.75
747,2021-09-30,126.491,126.629,126.774,126.491,5707,71558947.0,0.22,0.05,0.058,4.33
748,2021-10-08,126.628,126.428,126.677,126.372,6332,79252284.0,0.24,-0.16,-0.201,4.81
749,2021-10-11,126.43,126.27,126.468,126.213,7184,89820679.0,0.2,-0.12,-0.158,5.46
750,2021-10-12,126.27,126.086,126.36,126.08,5637,70413065.0,0.22,-0.15,-0.184,4.28
751,2021-10-13,126.09,126.04,126.136,126.02,5306,66206892.0,0.09,-0.04,-0.046,4.03
752,2021-10-14,126.057,126.069,126.115,126.037,5899,73613610.0,0.06,0.02,0.029,4.48
753,2021-10-15,126.11,126.05,126.11,125.886,8525,106313038.0,0.18,-0.02,-0.019,6.47
754,2021-10-18,126.052,125.672,126.052,125.484,6644,82626370.0,0.45,-0.3,-0.378,5.05
755,2021-10-19,125.679,125.66,125.71,125.564,6787,84416279.0,0.12,-0.01,-0.012,5.15
756,2021-10-20,125.675,125.7,125.728,125.625,5029,62556055.0,0.08,0.03,0.04,3.82
757,2021-10-21,125.71,125.878,125.884,125.681,6838,85114249.0,0.16,0.14,0.178,5.19
758,2021-10-22,125.741,125.733,125.88,125.69,7460,92855030.0,0.15,-0.12,-0.145,5.67
759,2021-10-25,125.782,125.76,125.782,125.684,6025,74998116.0,0.08,0.02,0.027,4.58
760,2021-10-26,125.81,125.853,125.878,125.747,4946,61618565.0,0.1,0.07,0.093,3.76
761,2021-10-27,125.868,125.889,125.919,125.864,5459,68022029.0,0.04,0.03,0.036,4.15
762,2021-10-28,125.85,125.869,125.902,125.83,6472,80652320.0,0.06,-0.02,-0.02,4.92
763,2021-10-29,125.92,125.966,125.97,125.867,4830,60194854.0,0.08,0.08,0.097,3.67
764,2021-11-01,125.96,126.057,126.06,125.921,8255,102968337.0,0.11,0.07,0.091,6.27
765,2021-11-02,126.011,126.158,126.168,126.007,6076,75852844.0,0.13,0.08,0.101,4.61
766,2021-11-03,126.142,126.256,126.312,126.132,6849,85603472.0,0.14,0.08,0.098,5.2
767,2021-11-04,126.256,126.212,126.265,126.195,6897,86161613.0,0.06,-0.03,-0.044,5.24
768,2021-11-05,126.262,126.34,126.439,126.262,6184,77329025.0,0.14,0.1,0.128,4.7
769,2021-11-08,126.34,126.453,126.616,126.34,5358,67080913.0,0.22,0.09,0.113,4.07
770,2021-11-09,126.453,126.345,126.459,126.265,6557,81990783.0,0.15,-0.09,-0.108,4.98
771,2021-11-10,126.351,126.508,126.518,126.351,4268,53439882.0,0.13,0.13,0.163,3.24
772,2021-11-11,126.519,126.473,126.528,126.446,6663,83426823.0,0.06,-0.03,-0.035,5.06
773,2021-11-12,126.423,126.335,126.465,126.281,8340,104319462.0,0.15,-0.11,-0.138,6.33
774,2021-11-15,126.419,126.429,126.442,126.314,5141,64326157.0,0.1,0.07,0.094,3.9
775,2021-11-16,126.429,126.477,126.523,126.429,4544,56898299.0,0.07,0.04,0.048,3.45
776,2021-11-17,126.474,126.479,126.545,126.43,8810,110293399.0,0.09,0.0,0.002,6.69
777,2021-11-18,126.471,126.561,126.65,126.471,8248,103301120.0,0.14,0.06,0.082,6.26
778,2021-11-19,126.568,126.488,126.678,126.456,4813,60336166.0,0.18,-0.06,-0.073,3.66
779,2021-11-22,126.488,126.536,126.568,126.488,6879,86163449.0,0.06,0.04,0.048,5.22
780,2021-11-23,126.543,126.538,126.546,126.511,6367,79750301.0,0.03,0.0,0.002,4.84
781,2021-11-24,126.545,126.629,126.658,126.545,6387,80066503.0,0.09,0.07,0.091,4.85
782,2021-11-25,126.603,126.7,126.77,126.603,7333,91956964.0,0.13,0.06,0.071,5.57
783,2021-11-26,126.705,126.954,127.098,126.704,4039,50763112.0,0.31,0.2,0.254,3.07
784,2021-11-29,126.95,126.791,126.978,126.781,7270,91275891.0,0.16,-0.13,-0.163,5.52
785,2021-11-30,126.792,126.809,126.841,126.75,6897,86588203.0,0.07,0.01,0.018,5.24
786,2021-12-01,126.816,126.75,126.859,126.739,6891,86463011.0,0.09,-0.05,-0.059,5.23
